Sno,Wardno Name,Circleno Name,Zone,Assessor Address,Latitude,Longitude,Category
5908,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,"Opp.Qamar Hotel, City College X Roads lift1",17.3626583,78.4605283,DUMPER BINS
5909,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Shah Gunj lift2,17.362192,78.4627282,DUMPER BINS
5910,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Shah Gunj lift1,17.3622323,78.4627273,DUMPER BINS
5911,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Pochamma Basti,17.3655645,78.4591293,DUMPER BINS
5912,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Jengaiah Doddi,17.3625452,78.4605442,DUMPER BINS
5913,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Puranapool Darwaza,17.3655948,78.459005,DUMPER BINS
5914,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Deepak Transport,17.3628172,78.4617135,DUMPER BINS
5915,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Chelapura Namak Ka Kharkhana,17.362815,78.4615605,DUMPER BINS
5916,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,"Chelapura Police Line, Chunne Ke Dung",17.3611505,78.460683,DUMPER BINS
5917,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,"Beside Quli Qutub Shah Stadium, Opp City College Gate",17.3629035,78.4615875,DUMPER BINS
5918,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Bandi Ka Adda,17.3627523,78.4616708,DUMPER BINS
5919,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Petla Burj,17.3655387,78.4589335,DUMPER BINS
5920,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Ghansi Bazar,17.3628148,78.4616653,DUMPER BINS
5921,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Hanuman Temple,17.3628202,78.4616492,DUMPER BINS
5922,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Anand Basti,17.3572368,78.468092,DUMPER BINS
5923,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,"??, Puranapul X Roads",17.3654408,78.4588918,DUMPER BINS
5924,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Puranapool Bridge,17.365516,78.4588962,DUMPER BINS
5925,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Phool Baugh Inside Police Quarter,17.3654267,78.4589423,DUMPER BINS
5926,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,"Opp.Agra Sweet House, Charchaman",17.3627283,78.4616962,DUMPER BINS
5927,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Button Factory,17.3620308,78.4625295,DUMPER BINS
5928,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Inside Jamia Nizamia,17.3619542,78.4624403,DUMPER BINS
5929,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,"Junction, Bod Ki Bee Dargha",17.3605408,78.4612672,DUMPER BINS
5930,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Back Side of Khusheed Jah Devedi,17.3655962,78.4589877,DUMPER BINS
5931,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Laxminarayana Temple,17.3612153,78.4607675,DUMPER BINS
5932,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Tagari Ka Naka,17.3606747,78.4613308,DUMPER BINS
5933,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,"Fathima Colony, Saxena Building",17.3625643,78.4617517,DUMPER BINS
5934,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Puranapul Pardhiwada,17.3655278,78.4589903,DUMPER BINS
5935,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Opp. Ocean High School,17.3624105,78.4606325,DUMPER BINS
5936,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Hussaini Alam Police Station,17.360713,78.4613032,DUMPER BINS
5937,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Kabootar Khana,17.3620445,78.4625405,DUMPER BINS
5938,52-PURANAPOOL,9-CHARMINAR,SOUTH ZONE,Puranapul Opposite Masan Ghatti,17.3646367,78.4568788,DUMPER BINS
5950,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Health Centre(UHP Centre), Chandulal Baradari lift1",17.3511845,78.46095,DUMPER BINS
5951,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"T.C. I.,  Back Side of MCH Ground",17.3612617,78.4605675,DUMPER BINS
5952,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Safeel Road, Near Graeve Yard",17.3606178,78.4611088,DUMPER BINS
5953,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Safeel Road, Near Bod Ki Bee Dargha",17.3605972,78.4611463,DUMPER BINS
5954,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Opp. Bod Ki Bee Dargha,17.3606247,78.4611063,DUMPER BINS
5955,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Play Ground, BNK Colony",17.3607663,78.4590502,DUMPER BINS
5956,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Dargha Miralam, B.N.K.Colony",17.3608315,78.459037,DUMPER BINS
5957,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Eadgha Road, MirAlam Filter, Tadban",17.3606108,78.4589673,DUMPER BINS
5958,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Metro Talkies, Bahadurpura",17.3605737,78.4573252,DUMPER BINS
5959,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Tadi Shop Kamatipura,17.3603907,78.456511,DUMPER BINS
5960,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Opp.Rama Talkies, Bahadurpura",17.3557798,78.4595818,DUMPER BINS
5961,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Opp. Mahman Building, BNK Colony",17.3608025,78.459071,DUMPER BINS
5962,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Badshahi Galli,17.3605058,78.456689,DUMPER BINS
5963,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Umda Bazar,17.3604748,78.4566312,DUMPER BINS
5964,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Osman Bagh,17.360432,78.4566813,DUMPER BINS
5965,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Govt.Primary School, Chataknipura",17.355869,78.4595468,DUMPER BINS
5966,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Bahadurpura Police Station Lane,17.3571757,78.4549493,DUMPER BINS
5967,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Public Toilet, Murali Nagar",17.3618662,78.4563837,DUMPER BINS
5968,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Gola Kidki Road, Murali Nagar",17.3616723,78.4561245,DUMPER BINS
5969,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Opp.Dargha Lane, Puranapool",17.361608,78.456185,DUMPER BINS
5970,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Beside Kedia House, Murali Nagar",17.3615992,78.4560412,DUMPER BINS
5971,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,DO-Pasha Dargha,17.3483483,78.4586738,DUMPER BINS
5972,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Maharaj Gunj,17.3535153,78.4636115,DUMPER BINS
5973,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Maharaj Gunj Kattal Mandi,17.3540565,78.46483,DUMPER BINS
5974,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Fateh Darwaza Gandhi Statue, Fathe Darwaza X Roads",17.3540408,78.4647247,DUMPER BINS
5975,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Murtaman Kundi, Chandulal Baradari",17.352333,78.4595432,DUMPER BINS
5976,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,"Chandulal Baradari Colony, Chandulalbaradar",17.3535492,78.4616163,DUMPER BINS
5977,53-DOODBOWLI,10-FALAKNUMA,SOUTH ZONE,Kamatipura,17.3604588,78.4567342,DUMPER BINS
5985,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Vattepally Temple, Vattepally lift2",17.339267,78.4640632,DUMPER BINS
5986,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Nawab Sahab Kunta(Bridge)  lift2,17.3407023,78.456484,DUMPER BINS
5987,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Nawab Sahab Kunta(Bridge)  lift1,17.3406842,78.4564848,DUMPER BINS
5988,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Ansari Road lift2,17.3392092,78.4531053,DUMPER BINS
5989,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Ansari Road  lift1,17.3391663,78.4530995,DUMPER BINS
5990,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"St.Anns Hospital, Jahanuma",17.3370083,78.457432,DUMPER BINS
5991,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Back Side Gate, Boys Town School Backside,Shama Talkies Rd",17.3410975,78.461452,DUMPER BINS
5992,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Mustafa Nagar,17.335177,78.4554162,DUMPER BINS
5993,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Sanjay Gandhi Nagar,17.3374437,78.4551557,DUMPER BINS
5994,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Ansari Road Manali Garden Function Hall,17.3372473,78.4512818,DUMPER BINS
5995,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Yaya Pasha Dargha,17.3499527,78.4644287,DUMPER BINS
5996,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Palam Road, Maharaj Gunj",17.3506805,78.4654117,DUMPER BINS
5997,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Moinpura Transformer,17.3518412,78.4633007,DUMPER BINS
5998,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Moinpura Masjid,17.3520032,78.4631772,DUMPER BINS
5999,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Kabrastan Moinpura,17.3524123,78.4651053,DUMPER BINS
6000,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Filter Road, Chandulal Baradari",17.3519038,78.4620218,DUMPER BINS
6001,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Ram Mandir, Chandulal Baradari",17.3503525,78.4624505,DUMPER BINS
6002,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Gumbaz Dargah, Gazi Banda",17.3474203,78.4655737,DUMPER BINS
6003,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Amjadulla Bagh,17.3485325,78.4623742,DUMPER BINS
6004,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Sattar Bagh,17.3458665,78.462546,DUMPER BINS
6005,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Model Town Colony, Jahanuma",17.3429245,78.4659243,DUMPER BINS
6006,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,Nawab Sahab Kunta Church,17.3407243,78.4564285,DUMPER BINS
6007,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Shama Talkies, Jahanuma",17.341562,78.4656198,DUMPER BINS
6008,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Lancer Kaman, Jahanuma",17.3403208,78.4626212,DUMPER BINS
6009,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Jahannuma Public Latrine, Jahanuma",17.3391332,78.4642115,DUMPER BINS
6010,54-JAHANUMA,10-FALAKNUMA,SOUTH ZONE,"Opp.Front Side Gate, Boys Town School",17.3439843,78.462294,DUMPER BINS
6022,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,LIC COLONY PARK - 2ND LIFT,17.3434722,78.4402633,DUMPER BINS
6023,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,QULIQUTHUBSHA SCHOOL,17.3420139,78.4305227,DUMPER BINS
6024,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Teegal Kunta Health Centre(UHP Centre) lift2,17.3478245,78.4544132,DUMPER BINS
6025,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Tadban Labour Adda  lift2,17.3442792,78.4517773,DUMPER BINS
6026,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Tadban Labour Adda  lift1,17.3444138,78.4516705,DUMPER BINS
6027,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Asad Baba Nagar,17.3561017,78.4509817,DUMPER BINS
6028,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Beside Newton School, Kishan Bagh",17.3559473,78.4512688,DUMPER BINS
6029,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Pentamma Lane, Kishan Bagh",17.3561668,78.4512993,DUMPER BINS
6030,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Mochi Colony Main Road,17.347896,78.4544485,DUMPER BINS
6031,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Near Alpha School, Jantar Mantar Road, Tadban",17.344168,78.4528212,DUMPER BINS
6032,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Opp. Bharath Hotel, Dalmandi Road, Konda Reddy Guda",17.3560897,78.4512352,DUMPER BINS
6033,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Electric Junction, Konda Reddy Guda",17.3559825,78.4512658,DUMPER BINS
6034,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"M.O.Colony, Kishan Bagh",17.3562763,78.4482692,DUMPER BINS
6035,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Beside M.L.A. Residence, Kishanbagh",17.3563473,78.448188,DUMPER BINS
6036,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Housing Board Colony, Bahadurpura",17.356335,78.4482512,DUMPER BINS
6037,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Bahadurpura Petrol Turning,17.356374,78.448238,DUMPER BINS
6038,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,I.T.I. Ramnaspura,17.3478705,78.4544252,DUMPER BINS
6039,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Zoo Park,17.3478672,78.4543618,DUMPER BINS
6040,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Ranjan Colony, Main Road",17.3460065,78.45733,DUMPER BINS
6041,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Ramnaspura X Road,17.3517458,78.456026,DUMPER BINS
6042,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,Mir Alam Filter,17.3444678,78.4527788,DUMPER BINS
6043,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Abdullah Shah Dargha, Misri Gunj",17.3468032,78.4584835,DUMPER BINS
6044,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Carewell Hospital,  Kalapather",17.3452407,78.456518,DUMPER BINS
6045,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Boston School, Kalapather",17.346834,78.4573735,DUMPER BINS
6046,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Ramnaspura Light House, Ramnaspura",17.3512383,78.4567713,DUMPER BINS
6047,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Near Fire Station, Kamela (Polytecnec College), Ramnaspura",17.353518,78.4584397,DUMPER BINS
6048,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Opp. Beaf Shop, Ramnaspura",17.3504883,78.4546633,DUMPER BINS
6049,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Imbli ka Zaad, Ramnaspura",17.34947,78.4536357,DUMPER BINS
6050,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Brindavan Colony, Ramnaspura",17.3483087,78.4547407,DUMPER BINS
6051,55-RAMNASTPURA,10-FALAKNUMA,SOUTH ZONE,"Behind Govt.High School, Tadban",17.3466868,78.4539582,DUMPER BINS
6058,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Maheswari Clinic, Kishan Bagh",17.3594585,78.4549682,DUMPER BINS
6059,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Amebedkar Statue, Nandi Musalai Guda",17.359079,78.4537135,DUMPER BINS
6060,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,Nandi Musalai Guda,17.3590875,78.45358,DUMPER BINS
6061,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Nandi Musalai Guda, Septic Tank",17.3590215,78.453436,DUMPER BINS
6062,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,Nandi Musalai Guda Kunta,17.359459,78.4548675,DUMPER BINS
6063,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Arsh Mahal Junction, Kishan Bagh",17.3570235,78.4510897,DUMPER BINS
6064,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Arsh Mahal Gate, Kishan Bagh",17.3578222,78.4501432,DUMPER BINS
6065,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Pakeeja Hotel, Kishan Bagh",17.3570167,78.4511183,DUMPER BINS
6066,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Masoodia Masjid, Konda Reddy Guda",17.3570868,78.4513112,DUMPER BINS
6067,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Allah Masjid, Konda Reddy Guda",17.357954,78.4501313,DUMPER BINS
6068,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Ram Mandir, Chirag Ali Lane",17.3579328,78.4500405,DUMPER BINS
6069,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,Kishan Bagh X Road,17.3600752,78.4451122,DUMPER BINS
6070,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Mahmood Nagar, Kishan Bagh",17.3601948,78.4451913,DUMPER BINS
6071,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,R.T.O.Office Kishan Bagh,17.3600672,78.4451953,DUMPER BINS
6072,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Beside Pavan Garrage Road, Kishan Bagh",17.359028,78.4480845,DUMPER BINS
6073,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Shariff Nagar, KishanBagh",17.3589933,78.4481637,DUMPER BINS
6074,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Opp.Nagina Hotel Lane, Konda Reddy Guda",17.3579393,78.4500347,DUMPER BINS
6075,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Nagina Hotel, Kishan Bagh",17.3590032,78.448032,DUMPER BINS
6076,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"Al-Siddiqui School, Bahadurpura",17.3579208,78.4501058,DUMPER BINS
6077,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,"M.R.O. Office, Bahadurpura",17.3594773,78.4549803,DUMPER BINS
6078,56-KISHAN BAGH,10-FALAKNUMA,SOUTH ZONE,Bahadurpura Post Office,17.3572572,78.4548062,DUMPER BINS
6081,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Behind Ice Factory, Hasannagar",17.3389653,78.4311662,DUMPER BINS
6082,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Fathima Function Hall, M.M.Nagar - I, Hasannagar",17.3415363,78.4343508,DUMPER BINS
6083,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Near New Madina Hotel, Arif Jain Arif house, Indiranagar",17.3399563,78.4344282,DUMPER BINS
6084,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Near NTR Nagar, Babanagar(Talab Katta)",17.339081,78.4312535,DUMPER BINS
6085,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Kohe Mahamood, Main Road",17.3454513,78.4272303,DUMPER BINS
6086,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Kohe Mahamood, Opp: Kesara Mosque",17.345525,78.4271133,DUMPER BINS
6087,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,Imadnagar Main road,17.3455842,78.4270813,DUMPER BINS
6088,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Wadi-E-Mahamood, Main Road, Piller No.233",17.3426002,78.4202658,DUMPER BINS
6089,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Wadi-E-Mahamood, Near Burial Ground",17.3427295,78.4205065,DUMPER BINS
6090,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Wadi-E-Mahamood, Near Ali Dairy",17.3495638,78.424663,DUMPER BINS
6091,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,"Chintalmet, Church Opp",17.3502595,78.4222623,DUMPER BINS
6092,57-SULEMAN NAGAR,11-RAJENDRANAGAR,SOUTH ZONE,Pahadi Suitcase Karkhana,17.3506475,78.4304833,DUMPER BINS
6108,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,Aramghar Railway Bridge beside road,17.3210582,78.4330472,DUMPER BINS
6109,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,"Near Ambedkar Statue, Udamgadda Main Road, (Old Kurnool Road)",17.3157133,78.4562803,DUMPER BINS
6110,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,Shastripuram Ali Bai Masjid,17.3275525,78.4563915,DUMPER BINS
6111,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,Shastripuram Railway Gate,17.3355465,78.451988,DUMPER BINS
6112,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,"NH 7, Main road, Ekta Colony, Near Ghouse Khan Res",17.330459,78.4445212,DUMPER BINS
6113,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,Mustafanagar Near Shaik Mazid Dargah,17.331951,78.4518732,DUMPER BINS
6114,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,"Mustafanagar main road,  Ansari road, Near Private School",17.33535,78.4525595,DUMPER BINS
6115,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,"Mustafanagar Main road, Near Junction",17.335449,78.4526398,DUMPER BINS
6116,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,Sahara Medical Hall Ground,17.3407842,78.4373182,DUMPER BINS
6117,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,"??, Hasan Nagar",17.3374928,78.4440168,DUMPER BINS
6118,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,NOORA NAGAR - A (NEW BIN PLACED RECENTLY),17.3152526,78.4650283,DUMPER BINS
6119,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,NEAR JHANGIRABAD,17.3101405,78.4613179,DUMPER BINS
6120,58-SHASTRIPURAM,11-RAJENDRANAGAR,SOUTH ZONE,NOORA NAGAR - B,17.3049842,78.4586979,DUMPER BINS
6154,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Sriramnagar beside road, Open place",17.3096795,78.427575,DUMPER BINS
6155,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,Netajinagar Main Chowrastha near junction,17.310904,78.4270018,DUMPER BINS
6156,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,Budvel Railway station road,17.3102692,78.4242302,DUMPER BINS
6157,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,Ex-Councillor road Babulreddynagar,17.3191593,78.4380167,DUMPER BINS
6158,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,Markandeyanagar beside pochamma temple,17.3192378,78.4380215,DUMPER BINS
6159,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Sai babanagar, Bank road",17.3202925,78.4342652,DUMPER BINS
6160,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,Near Mailardevpally Bio Gas,17.319033,78.4483392,DUMPER BINS
6161,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Mailardevpally, Laxmiguda Road Near Prakash Goud Residence",17.3147518,78.4486788,DUMPER BINS
6162,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Moghals Colony, Mailardev Pally",17.310678,78.4395472,DUMPER BINS
6163,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Laxmiguda, Vambay Colony & Rajiv Gruha Kalpa",17.3049558,78.4499902,DUMPER BINS
6164,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Ganeshnagar, Near Junction (Transformer)",17.3104928,78.4394567,DUMPER BINS
6165,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Kattedan, Near Ramaiah Clinic, Ganeshnagar Main road",17.312414,78.439989,DUMPER BINS
6166,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Padmashalipuram, Near water tank",17.3041668,78.4398062,DUMPER BINS
6167,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Anganwadi School, Rajiv Gruha Kalpa",17.3051727,78.451599,DUMPER BINS
6168,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Laxmi Guda, Arthika Gruha Kalpa, Rajiv Gruha Kalpa",17.3054238,78.45181,DUMPER BINS
6169,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,Laxmiguda Hanuman Temple,17.3049075,78.4498342,DUMPER BINS
6170,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,Durganagar X Roads,17.3106415,78.4395212,DUMPER BINS
6171,59-MAILARDEVPALLY,11-RAJENDRANAGAR,SOUTH ZONE,"Shastripuram main road, Near Kings Colony& Masjid",17.324668,78.4189422,DUMPER BINS
6299,6-NACHARAM,1-KAPRA,EAST ZONE,Ravindra Nagar-IInd Lifting,17.4313032,78.5545162,DUMPER BINS
6300,6-NACHARAM,1-KAPRA,EAST ZONE,Ravindra Nagar-1st Lifting,17.431231,78.554424,DUMPER BINS
6301,6-NACHARAM,1-KAPRA,EAST ZONE,nacharaam kallucompound1ST LIFTING,17.4311648,78.5479293,DUMPER BINS
6302,6-NACHARAM,1-KAPRA,EAST ZONE,nacharaam kallucompound1ST LIFTING,17.4333252,78.5503175,DUMPER BINS
6303,6-NACHARAM,1-KAPRA,EAST ZONE,H.M.T.Mainroad near maszid-3rd LIFTING,17.4238138,78.545479,DUMPER BINS
6304,6-NACHARAM,1-KAPRA,EAST ZONE,H.M.T.Mainroad near maszid2ND LIFTING,17.4239073,78.545503,DUMPER BINS
6305,6-NACHARAM,1-KAPRA,EAST ZONE,H.M.T.Mainroad near maszid-1ST LIFTING,17.4239065,78.5454987,DUMPER BINS
6306,6-NACHARAM,1-KAPRA,EAST ZONE,"H.M.T. Colony, Road No.7-1st Lifting",17.4230858,78.5478823,DUMPER BINS
